"","Q","ResponseId","Response","Text","Category","Domain","Mind"
"2354","T151","R_3rNZMNfHOsgRMO7",4,"How often do you take a bath?","personal, objective","biological",""
"2355","T151","R_3fdv7M2mt9Fi1lL",3,"How often do you take a bath?","personal, objective","biological",""
"2356","T151","R_1oF12A6DySGqxo5",5,"How often do you take a bath?","personal, objective","biological",""
"2357","T151","R_ZaCiyYTGLas41q1",4,"How often do you take a bath?","personal, objective","biological",""
"2358","T151","R_12McAyvfNJTJ5NS",4,"How often do you take a bath?","personal, objective","biological",""
"2359","T151","R_1PTyaFuzdpr88gL",5,"How often do you take a bath?","personal, objective","biological",""
"2360","T151","R_BEYfZymGnW0aXhT",4,"How often do you take a bath?","personal, objective","biological",""
"2361","T151","R_3jRMW4qALv4vi49",5,"How often do you take a bath?","personal, objective","biological",""
"2362","T151","R_zUXMTON41mdkOwV",5,"How often do you take a bath?","personal, objective","biological",""
"2363","T151","R_2EAyzTT0tJj59bb",4,"How often do you take a bath?","personal, objective","biological",""
"2364","T151","R_PH9MTkVKU6R45EZ",3,"How often do you take a bath?","personal, objective","biological",""
"2365","T151","R_308ijj1bgOMYVtL",4,"How often do you take a bath?","personal, objective","biological",""
"2366","T151","R_1l0EPwUcuE4hC5g",4,"How often do you take a bath?","personal, objective","biological",""
"2367","T151","R_2TvoFXHZlEBhHZ3",3,"How often do you take a bath?","personal, objective","biological",""
"2368","T151","R_3fNo0khs0Ts9jcV",3,"How often do you take a bath?","personal, objective","biological",""
"2369","T151","R_3HHRfuRSZFfDHjW",1,"How often do you take a bath?","personal, objective","biological",""
"2370","T151","R_3O9LwCB7Qm0yPkt",5,"How often do you take a bath?","personal, objective","biological",""
"2371","T151","R_22Dj5jQyX4HP2gV",5,"How often do you take a bath?","personal, objective","biological",""
"2372","T151","R_D1NHm9klMLca6lP",4,"How often do you take a bath?","personal, objective","biological",""
"2373","T151","R_22mMyIFA5z09VYy",3,"How often do you take a bath?","personal, objective","biological",""
"2374","T151","R_uwzXbAGYFPhpfJD",5,"How often do you take a bath?","personal, objective","biological",""
"2375","T151","R_1eLRPGTk1skHNAj",2,"How often do you take a bath?","personal, objective","biological",""
"2376","T151","R_2CgryuXDa771yo4",5,"How often do you take a bath?","personal, objective","biological",""
"2377","T151","R_3lUfComlglBDYeB",5,"How often do you take a bath?","personal, objective","biological",""
"2378","T151","R_SUXUQjeAYCED3MZ",3,"How often do you take a bath?","personal, objective","biological",""
"2379","T151","R_4SbOVzcJONhgAil",3,"How often do you take a bath?","personal, objective","biological",""
"2380","T151","R_eVXqVxtCDxH0Nup",5,"How often do you take a bath?","personal, objective","biological",""
"2381","T151","R_1rjoAPb95f47YTd",2,"How often do you take a bath?","personal, objective","biological",""
"2382","T151","R_2zpS4S5Gs4oLwDN",4,"How often do you take a bath?","personal, objective","biological",""
"2383","T151","R_3LijGFCoCw7FZRM",5,"How often do you take a bath?","personal, objective","biological",""
"2384","T151","R_3fisFoqgHkFCSHQ",4,"How often do you take a bath?","personal, objective","biological",""
"2385","T151","R_Dq9XCEClC3WL1zH",5,"How often do you take a bath?","personal, objective","biological",""
"2386","T151","R_1dc2AZ8aUirmLIr",5,"How often do you take a bath?","personal, objective","biological",""
"2387","T151","R_24OCSHsC5XhEaXC",3,"How often do you take a bath?","personal, objective","biological",""
"2388","T151","R_1n0GYuHHwZaPB51",4,"How often do you take a bath?","personal, objective","biological",""
"2389","T151","R_2cbK3G7zqIDhx2h",4,"How often do you take a bath?","personal, objective","biological",""
"2390","T151","R_26aRI7kNdJOG3i8",3,"How often do you take a bath?","personal, objective","biological",""
"2391","T151","R_12K2sOsPV3zuykm",5,"How often do you take a bath?","personal, objective","biological",""
"2392","T151","R_6Klo3Oi9nuuj8mR",5,"How often do you take a bath?","personal, objective","biological",""
"2393","T151","R_Q0M7ayslxWzUUvv",3,"How often do you take a bath?","personal, objective","biological",""
"2394","T151","R_1oo2wZIOIoXeQut",3,"How often do you take a bath?","personal, objective","biological",""
"2395","T151","R_1gO9i2zPFLVD2R8",4,"How often do you take a bath?","personal, objective","biological",""
"2396","T151","R_3MlZQMugA5WIn7d",3,"How often do you take a bath?","personal, objective","biological",""
"2397","T151","R_324kmv6BBzjJbek",4,"How often do you take a bath?","personal, objective","biological",""
"2398","T152","R_D1NHm9klMLca6lP",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2399","T152","R_AGnlAPeTk7TLjY5",3,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2400","T152","R_sbPxBdFNjG64ic1",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2401","T152","R_20O3A8kFkNb3bVA",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2402","T152","R_Wqg4ccFfOZMbUzf",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2403","T152","R_1gndqwgG0p2iI0M",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2404","T152","R_3LijGFCoCw7FZRM",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2405","T152","R_1DHHPJyhapUk4kI",3,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2406","T152","R_2awOqk1uEwyt15M",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2407","T152","R_SCtypf44QnMQB1v",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2408","T152","R_WiBx0n6WhhRhg1b",3,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2409","T152","R_26fEQdd0g3Q97B9",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2410","T152","R_1EXWy4GsjjDzAhA",2,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2411","T152","R_1onBPsq4qLaaI0r",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2412","T152","R_9LxO8nEwxQyYG3f",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2413","T152","R_3HHRfuRSZFfDHjW",2,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2414","T152","R_eVXqVxtCDxH0Nup",3,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2415","T152","R_2cbK3G7zqIDhx2h",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2416","T152","R_31SEHQqyHokLnTG",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2417","T152","R_3MS5pg49GRWqi0X",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2418","T152","R_bDVNEfBBl8wQwEx",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2419","T152","R_2CqZYuOdCeCMfnE",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2420","T152","R_bfR0tnjBHhGmKUp",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2421","T152","R_2QXMb6hhf5fXrOF",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2422","T152","R_3lPT46H5l1uPrYp",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2423","T152","R_6ePNDHr5zptKRBD",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2424","T152","R_1dc2AZ8aUirmLIr",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2425","T152","R_27UQPhygKAJVxrO",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2426","T152","R_cIMYJw66MddgiLn",2,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2427","T152","R_2QhAzyXyGiCMIL5",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2428","T152","R_bdbpAjIo1L8bA5z",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2429","T152","R_3lRlfbwqK5V7SOI",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2430","T152","R_2rxt26YhVlGhJ54",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2431","T152","R_28O4Km9kZafgxap",3,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2432","T152","R_2ylvDIE0hAqswOI",2,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2433","T152","R_2TTf1THpnfoL1l8",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2434","T152","R_2rSc3nGVWm49uOo",3,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2435","T152","R_Z8LpaqTUbglo6kN",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2436","T152","R_1GZCB75oL4ExY9U",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2437","T152","R_3KD5TrdSJDw3hIA",2,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2438","T152","R_1pQgSkuY82HHqap",1,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2439","T152","R_2TvoFXHZlEBhHZ3",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2440","T152","R_2AMcvEJ2QT84e0I",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2441","T152","R_1ruYV1kIoaq8xD0",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2442","T152","R_3huOGXKnaRDheLQ",5,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2443","T152","R_1hz2pBLmoYxVNrW",4,"Why do you feel attracted to the sexiest person you know?","personal, subjective","psychological","both"
"2444","T153","R_2YWfNKZgA8Fzn0g",5,"What is the full number of pi?","factual","",""
"2445","T153","R_3jRMW4qALv4vi49",5,"What is the full number of pi?","factual","",""
"2446","T153","R_vi65vihyEEXZYQx",4,"What is the full number of pi?","factual","",""
"2447","T153","R_1GJV1lOIGeWDEzL",3,"What is the full number of pi?","factual","",""
"2448","T153","R_29aGqCfre2qTWYv",5,"What is the full number of pi?","factual","",""
"2449","T153","R_SNKRKqzDAv3LW0N",4,"What is the full number of pi?","factual","",""
"2450","T153","R_1oo2wZIOIoXeQut",3,"What is the full number of pi?","factual","",""
"2451","T153","R_3KD5TrdSJDw3hIA",2,"What is the full number of pi?","factual","",""
"2452","T153","R_3g1Mj3FXywjcYyy",5,"What is the full number of pi?","factual","",""
"2453","T153","R_2PhuZbqTXFoTqIC",5,"What is the full number of pi?","factual","",""
"2454","T153","R_2w1B9qqy7fdkOO9",5,"What is the full number of pi?","factual","",""
"2455","T153","R_DMrRoa4rxNQMBDb",4,"What is the full number of pi?","factual","",""
"2456","T153","R_SOcEyITioN71NGV",5,"What is the full number of pi?","factual","",""
"2457","T153","R_2TTf1THpnfoL1l8",5,"What is the full number of pi?","factual","",""
"2458","T153","R_2cbK3G7zqIDhx2h",5,"What is the full number of pi?","factual","",""
"2459","T153","R_3D71fU33UQKE8WV",3,"What is the full number of pi?","factual","",""
"2460","T153","R_3qyRkqTcQJVr2UI",4,"What is the full number of pi?","factual","",""
"2461","T153","R_1OTSe2FuDeOpeA8",3,"What is the full number of pi?","factual","",""
"2462","T153","R_1GNVqIeuldplpNz",3,"What is the full number of pi?","factual","",""
"2463","T153","R_1eJBpPmNWmSVbMv",5,"What is the full number of pi?","factual","",""
"2464","T153","R_10CoiceYCTnykNq",5,"What is the full number of pi?","factual","",""
"2465","T153","R_2TB2ulGouUV5uL1",4,"What is the full number of pi?","factual","",""
"2466","T153","R_1ilM1COqWkkkYDZ",5,"What is the full number of pi?","factual","",""
"2467","T153","R_3hrywhdZZ20L8br",3,"What is the full number of pi?","factual","",""
"2468","T153","R_2Ui0qPi4gI7qS2T",1,"What is the full number of pi?","factual","",""
"2469","T153","R_1GZCB75oL4ExY9U",1,"What is the full number of pi?","factual","",""
"2470","T153","R_2AMcvEJ2QT84e0I",5,"What is the full number of pi?","factual","",""
"2471","T153","R_22Gncn3kgyePtI2",4,"What is the full number of pi?","factual","",""
"2472","T153","R_3yMMYyPJdfJdQdP",4,"What is the full number of pi?","factual","",""
"2473","T153","R_31SEHQqyHokLnTG",5,"What is the full number of pi?","factual","",""
"2474","T153","R_z7HulYWuj4HV2Gl",5,"What is the full number of pi?","factual","",""
"2475","T153","R_PLFCD2yNEZfGU4p",5,"What is the full number of pi?","factual","",""
"2476","T153","R_u9rShamwI1JsTIt",4,"What is the full number of pi?","factual","",""
"2477","T153","R_2781xRZfKHluRCu",5,"What is the full number of pi?","factual","",""
"2478","T153","R_W7NoI0G4VcKC9wt",5,"What is the full number of pi?","factual","",""
"2479","T153","R_2YQeP3SmtBSCojq",4,"What is the full number of pi?","factual","",""
"2480","T153","R_24OCSHsC5XhEaXC",1,"What is the full number of pi?","factual","",""
"2481","T153","R_2rxt26YhVlGhJ54",1,"What is the full number of pi?","factual","",""
"2482","T153","R_1oF12A6DySGqxo5",5,"What is the full number of pi?","factual","",""
"2483","T153","R_2XcEvQo5Bw2Vcz1",4,"What is the full number of pi?","factual","",""
"2484","T153","R_2pVsvbvCaVF5wuD",5,"What is the full number of pi?","factual","",""
"2485","T153","R_1PTyaFuzdpr88gL",5,"What is the full number of pi?","factual","",""
"2486","T153","R_2TER8RlMF5ZK1nl",5,"What is the full number of pi?","factual","",""
"2487","T153","R_1eIuQSgqaVr1ZFY",4,"What is the full number of pi?","factual","",""
"2488","T153","R_3lRMfxOLA0HOgPL",5,"What is the full number of pi?","factual","",""
"2489","T153","R_3flsbM0Dl4xOMll",5,"What is the full number of pi?","factual","",""
"2490","T155","R_3g1Mj3FXywjcYyy",3,"What is the difference between how cotton fabrics feel compared to wool fabrics?","factual","",""
"2491","T155","R_1gndqwgG0p2iI0M",3,"What is the difference between how cotton fabrics feel compared to wool fabrics?","factual","",""
